25 25 22 19 17 13 13 12 11 9 9 8 8 9 8 8 9 9 10 10 12 13 16 16 
23 23 20 17 15 13 13 12 11 9 8 7 7 6 6 7 7 7 8 8 9 10 13 13 
23 23 20 18 15 14 14 13 10 10 9 7 7 7 7 7 8 8 8 9 10 12 14 14 
23 23 19 17 15 13 13 11 9 8 6 6 6 6 6 6 7 7 7 8 10 12 15 15 
25 25 22 19 17 15 15 13 11 10 8 7 7 7 7 7 8 8 8 9 11 12 15 15 
22 22 19 16 14 13 12 12 10 9 7 6 6 6 6 6 7 7 7 8 12 14 14 100 
23 23 20 17 14 13 13 13 12 12 11 11 11 10 9 9 9 9 10 11 14 16 100 100 
23 23 20 17 15 12 12 10 9 8 6 6 6 6 6 6 7 8 8 8 8 11 14 14 
25 25 22 19 17 15 15 13 11 10 8 8 7 8 8 8 8 8 9 10 11 12 13 13 
22 22 19 16 14 11 11 10 9 7 6 6 6 6 6 6 7 7 8 9 10 12 16 16 
24 24 22 19 18 16 16 15 12 11 9 10 10 10 12 11 11 11 14 15 16 18 19 19 
23 23 20 17 15 13 13 12 10 9 7 7 6 6 6 6 6 6 7 8 9 11 12 12 
24 24 20 18 15 14 14 11 10 9 7 6 6 6 6 6 6 6 7 7 9 10 11 11 
24 24 21 18 16 14 14 13 11 10 8 7 7 7 6 6 6 7 7 7 8 9 9 9 
24 24 21 15 14 12 12 10 9 9 7 7 7 7 7 7 8 8 9 10 12 13 15 15 
24 24 20 18 15 12 12 11 10 8 7 7 7 6 7 7 7 8 8 9 10 14 16 16 
24 24 21 19 17 15 15 13 12 10 9 9 9 8 8 9 9 9 10 12 12 15 16 16 
24 24 21 18 16 14 14 13 11 9 8 6 6 6 6 6 7 7 8 8 9 11 13 13 
22 22 19 17 14 12 12 11 9 7 7 7 6 6 6 6 6 6 7 9 10 14 16 16 
23 23 19 17 15 12 12 11 11 9 9 9 9 8 6 6 7 7 8 10 11 15 16 16 
25 25 21 18 16 14 14 11 10 9 6 6 6 6 6 6 6 6 7 8 10 11 14 14 
23 23 19 17 15 13 13 12 10 9 7 7 7 6 7 6 7 7 8 8 9 11 14 14 
22 22 19 16 14 12 12 11 9 7 6 6 6 6 6 6 7 7 8 10 11 15 16 16 
22 22 19 17 15 13 13 11 10 9 7 6 6 6 6 7 7 7 8 8 11 12 16 16 
23 23 20 18 16 14 14 12 11 10 9 7 7 6 6 6 6 6 6 7 7 8 10 10 
23 23 20 17 16 14 14 11 10 9 7 7 7 6 6 6 7 7 7 8 10 11 15 15 
24 24 21 18 16 15 15 12 11 10 9 9 7 7 7 7 7 7 7 8 8 11 12 12 
22 22 19 16 14 12 12 10 9 7 6 6 6 6 6 6 6 7 7 8 10 11 16 16 
23 23 20 18 16 14 14 12 11 10 9 7 7 7 6 7 6 6 7 7 8 9 11 11 
24 24 21 18 16 14 14 13 11 9 8 6 6 6 6 6 6 6 7 7 8 10 12 12 
23 23 20 18 14 12 12 11 11 9 8 7 7 6 6 7 6 7 7 8 9 10 14 14 
24 24 21 18 16 15 15 14 13 10 9 9 9 7 6 7 7 7 7 8 9 9 12 12 
22 22 19 17 14 13 13 10 9 8 7 6 6 6 6 7 7 7 7 8 8 10 11 11 
25 25 22 19 17 16 16 14 13 12 12 12 12 11 11 11 12 12 12 11 10 13 15 15 
24 24 21 19 16 15 15 13 12 11 10 9 9 7 7 6 7 7 7 8 9 9 10 10 
22 22 19 16 14 12 12 11 9 8 7 7 7 6 6 7 7 7 9 10 11 14 16 16 
25 25 21 16 13 12 12 10 9 7 7 6 6 6 6 6 7 8 8 9 12 14 16 16 
23 23 20 17 13 12 12 10 9 7 7 7 7 7 7 7 9 9 10 11 14 16 16 16 
22 22 19 16 14 12 12 10 9 8 6 6 6 6 6 6 6 6 7 7 9 12 15 15 
23 23 20 18 16 14 14 12 10 9 7 7 7 6 6 6 7 7 7 8 9 11 12 12 
24 24 21 18 16 15 15 13 11 10 9 7 7 7 7 7 7 7 8 8 9 11 12 12 
21 21 18 15 13 10 10 10 8 6 5 5 5 5 5 6 6 6 6 7 9 10 14 14 
24 24 21 19 17 13 13 12 11 9 8 8 8 7 7 7 8 8 8 10 11 14 16 16 
25 25 22 19 16 15 15 13 10 9 8 7 7 6 7 6 7 7 7 8 9 12 13 13 
22 22 19 17 15 13 13 10 9 8 7 6 6 6 6 7 7 8 8 9 12 13 100 100 
24 24 20 17 15 12 12 11 9 8 6 6 6 5 5 6 6 6 7 9 10 13 16 16 
25 25 21 18 15 12 12 11 9 8 7 6 6 6 6 7 6 6 7 9 10 12 15 15 
23 23 19 17 15 12 12 10 9 8 6 7 7 6 6 7 7 7 8 10 11 14 16 16 
23 23 20 17 15 13 13 11 9 8 7 7 6 6 6 6 7 7 8 8 11 12 12 16 
23 23 20 18 16 13 13 11 10 8 7 7 7 7 7 7 8 8 8 11 12 16 100 100 
21 21 19 16 14 12 12 11 11 10 10 10 10 8 7 7 7 7 8 10 12 16 100 100 
23 23 19 16 14 12 12 9 8 6 6 6 6 5 6 6 6 6 7 9 10 11 16 16 
23 23 20 18 15 13 13 12 10 9 9 8 8 8 8 8 9 9 10 11 14 16 100 100 
22 22 19 16 14 12 12 11 9 7 6 6 6 5 5 6 7 7 7 8 8 10 12 12 
22 22 20 17 16 14 14 12 10 10 8 7 7 7 7 7 8 8 8 9 10 12 13 13 
25 25 23 20 18 16 16 15 14 13 11 10 10 9 7 8 8 8 9 10 11 12 12 12 
23 23 19 17 14 11 11 10 9 7 7 6 6 6 6 6 7 8 8 8 9 10 12 12 
24 24 21 19 16 14 14 13 10 10 10 12 12 11 11 11 12 12 13 13 14 15 17 17 
25 25 21 19 16 14 14 12 11 9 8 6 6 5 5 5 6 6 6 8 8 8 9 9 
24 24 21 18 16 14 14 12 11 10 8 7 7 7 7 7 7 7 8 9 11 12 12 16 
25 25 22 19 17 15 13 13 10 9 7 6 6 6 6 6 7 7 7 8 10 11 13 16 
24 24 21 18 16 14 14 13 11 10 9 7 7 6 7 7 7 8 8 9 9 12 13 13 
24 24 20 17 15 13 13 11 9 8 6 6 6 5 6 6 7 7 7 8 10 11 14 14 
23 23 20 17 13 12 12 11 9 7 7 8 8 7 7 9 8 10 10 11 12 15 16 16 
25 25 22 20 17 16 16 14 13 11 10 9 9 7 7 7 7 7 8 9 10 10 13 13 
23 23 20 17 15 13 13 12 11 9 8 7 7 6 6 7 7 7 8 10 11 13 16 16 
25 25 22 19 17 15 15 13 12 11 9 8 8 7 6 6 7 7 7 8 9 9 11 11 
23 23 20 18 16 14 14 12 11 10 9 7 7 7 7 6 7 7 7 8 8 10 12 12 
23 23 20 17 15 13 13 10 9 9 7 7 7 6 7 7 7 7 8 9 10 11 11 12 
25 25 21 18 15 14 14 12 9 8 6 6 6 6 6 6 7 7 7 8 9 11 12 12
22 22 19 17 15 13 13 12 12 10 11 11 11 11 11 11 12 13 13 14 16 19 22 22 
24 24 22 20 19 18 18 17 16 15 15 13 13 13 14 15 15 15 16 16 17 19 21 21 
25 25 22 20 18 16 16 15 14 13 13 13 13 13 13 13 14 14 14 15 17 19 21 21 
23 23 21 18 16 15 15 14 13 13 13 12 12 12 12 13 13 13 14 15 16 18 21 21 
22 22 19 17 15 14 14 13 12 12 12 12 12 12 12 13 13 14 14 16 18 20 23 23 
23 23 21 18 17 15 15 14 13 13 12 12 12 12 12 12 13 13 13 15 17 19 21 21 
24 24 21 19 18 16 16 14 14 12 12 12 12 13 12 12 13 13 13 15 17 20 22 22 
24 24 21 18 15 14 13 13 12 11 11 11 11 11 11 11 11 12 12 13 15 16 19 22 
23 23 20 17 16 14 14 14 12 11 12 11 11 10 13 14 15 15 15 16 17 19 22 22 
23 23 20 18 16 15 14 14 13 12 11 11 11 11 11 11 12 12 12 13 15 17 19 19 
22 22 20 18 16 15 15 13 12 12 12 12 12 12 12 13 13 13 14 16 18 21 25 25 
23 23 20 18 17 15 15 14 14 14 14 13 13 13 13 14 14 14 15 15 18 21 23 23 
24 24 21 19 18 17 17 16 16 15 15 15 15 14 14 14 15 14 14 15 19 21 24 24 
23 23 20 18 16 15 15 14 13 13 12 12 12 12 12 12 13 13 14 15 17 19 22 22 
25 25 22 20 18 16 15 15 14 13 13 12 12 12 12 12 12 12 13 13 14 16 17 17 
24 24 22 20 18 17 17 16 15 15 14 14 14 14 14 14 14 15 15 16 17 19 20 20 
25 25 21 19 18 16 16 14 13 13 12 11 11 11 11 11 12 12 12 13 15 16 18 18 
25 25 22 20 19 17 17 16 16 15 15 15 15 15 15 15 15 15 15 16 17 19 21 21 
24 24 21 18 16 15 15 13 13 12 12 11 11 11 12 12 13 13 13 15 17 19 22 22 
24 24 21 18 16 14 14 13 12 11 11 11 11 10 11 11 12 12 12 14 16 19 22 22 
24 24 21 18 17 16 16 14 13 13 13 13 13 12 13 13 14 14 13 16 17 19 22 22 
25 25 21 18 17 16 16 15 14 14 14 12 12 12 12 12 14 14 14 16 17 19 22 22 
22 22 20 18 16 15 15 14 14 13 13 13 13 13 13 14 14 14 15 16 18 20 23 23 
25 25 21 19 17 16 16 14 14 13 13 12 12 12 12 12 13 13 13 14 15 16 18 18 
22 22 19 17 16 14 14 13 13 12 12 12 12 12 12 12 13 13 13 14 16 18 20 20 
25 25 22 19 17 15 15 14 13 12 12 12 12 12 12 12 13 13 13 14 16 18 21 21 
22 22 20 18 16 15 15 14 13 12 12 12 12 12 12 12 13 13 14 15 18 20 24 24 
24 24 21 19 17 15 15 14 13 13 12 12 12 12 12 13 13 13 14 15 17 19 21 21 
22 22 19 17 15 14 14 13 13 13 12 12 12 12 13 14 15 15 16 18 19 22 26 26 
23 23 21 19 18 15 15 15 13 14 14 14 14 13 14 13 13 13 14 16 17 19 24 24 
23 23 20 18 16 13 15 15 14 14 14 14 14 12 13 13 13 15 15 16 19 20 24 28 
23 23 20 18 16 14 14 13 12 12 12 11 11 11 12 12 13 13 13 14 16 19 22 22 
22 22 19 16 15 13 13 12 12 11 11 11 11 11 11 12 12 12 13 15 17 20 23 23 
25 25 21 18 16 15 15 13 13 12 12 11 11 12 12 12 12 12 13 14 17 19 21 21 
23 23 20 17 15 14 14 13 13 14 14 13 13 13 12 13 13 13 14 14 17 21 23 23 
25 25 21 19 16 15 15 14 13 13 12 12 12 12 11 12 12 12 14 15 17 20 22 22 
23 23 19 16 14 13 13 12 11 11 10 10 10 10 11 11 12 12 13 14 17 20 24 24 
22 22 19 17 16 15 15 14 13 13 12 12 12 13 13 13 14 14 14 16 18 20 23 23 
23 23 20 17 15 14 14 13 12 11 11 11 11 11 11 12 13 13 14 15 18 21 25 25 
23 23 20 18 16 14 14 14 13 12 12 12 12 12 12 13 13 13 14 15 17 19 22 22 
23 23 20 17 15 14 14 13 12 12 11 11 11 11 11 12 13 13 14 15 17 20 23 23 
25 25 21 19 16 15 15 13 12 12 11 11 11 11 11 11 12 12 12 13 15 17 19 19 
22 22 19 16 14 13 13 12 11 11 11 11 11 11 11 12 12 13 13 15 17 20 24 24 
24 24 21 18 17 14 14 14 13 14 14 14 14 13 12 13 13 13 14 15 18 21 24 24 
24 24 22 19 17 16 16 15 14 14 14 11 11 11 12 13 14 14 15 17 19 21 24 24 
24 24 21 19 17 15 15 14 13 13 13 13 13 11 13 13 13 14 14 15 17 19 21 21 
25 25 22 19 17 16 16 14 13 13 12 12 12 12 12 13 13 14 14 15 17 20 23 23 
25 25 22 19 17 16 16 15 14 13 13 13 13 12 12 13 13 13 14 15 17 19 21 21 
25 25 22 19 17 16 16 15 15 14 14 14 14 13 13 13 14 14 14 15 16 18 21 21 
24 24 21 18 17 15 15 14 14 13 13 13 13 13 13 13 14 14 15 16 18 20 23 23 
23 23 20 18 16 14 14 13 12 12 12 11 11 12 12 13 13 14 14 16 18 21 25 30 
25 25 22 19 17 15 15 14 13 12 12 12 12 12 12 12 12 13 13 13 15 17 19 19 
23 23 20 18 16 14 14 13 12 12 11 11 11 11 11 11 12 13 13 14 16 18 21 24 
25 25 22 19 17 16 16 14 13 13 12 12 12 12 12 12 13 13 13 14 15 17 20 20 
23 23 20 18 16 15 15 14 13 12 12 12 12 12 12 12 12 12 13 14 15 17 20 20 
23 23 20 18 17 16 16 15 14 13 12 14 14 14 11 12 13 13 13 13 16 17 20 20 
25 25 21 19 17 15 15 14 13 13 13 12 12 12 12 12 12 12 13 14 15 17 19 19 
24 24 21 19 17 15 15 14 13 12 12 12 12 12 12 12 12 12 13 13 15 17 19 19 
24 24 21 18 16 15 15 14 13 12 12 12 12 11 11 12 12 12 13 14 16 18 21 21 
23 23 20 18 16 14 14 13 12 12 12 12 11 11 11 12 12 12 13 15 16 18 21 21 
25 25 22 19 17 15 15 14 13 12 12 11 11 11 11 12 12 12 13 14 15 18 20 20 
24 24 20 18 17 15 15 14 12 12 12 12 12 12 12 12 12 12 13 14 16 18 18 21 
24 24 21 19 17 15 15 14 13 13 12 12 12 12 12 12 13 13 13 14 16 18 21 21 
23 23 20 18 16 14 14 12 12 11 11 11 11 10 10 11 11 11 12 13 15 18 21 21 
23 23 21 19 17 16 16 15 15 15 15 15 14 14 14 14 15 15 16 18 19 21 24 24 
22 22 19 16 14 13 13 12 11 11 10 10 10 10 11 11 12 12 13 15 17 21 25 25 
24 24 20 17 14 12 12 11 10 9 8 8 8 8 8 8 8 8 9 11 12 15 100 100 
24 24 21 19 17 16 16 15 15 14 14 14 14 13 12 13 13 13 14 15 18 21 24 24 
24 24 22 21 19 18 18 18 17 16 15 15 15 15 14 16 15 15 16 15 16 21 24 24 
24 24 20 17 15 13 13 12 11 10 10 10 10 9 10 10 11 11 11 13 15 17 20 20 
25 25 21 18 16 14 14 13 12 11 10 10 10 10 10 10 11 11 11 13 14 17 19 19 
22 22 20 18 16 15 15 14 13 13 13 12 12 13 13 13 14 14 15 17 18 21 25 25 
24 24 21 18 16 15 15 13 13 12 12 12 12 12 12 12 12 12 13 14 16 18 21 21 
23 23 19 17 16 14 14 12 11 11 11 14 14 11 11 13 14 14 15 17 19 22 25 25 
22 22 19 17 15 14 13 13 12 12 11 11 11 11 12 12 13 13 13 14 17 19 22 27 
23 23 19 17 15 14 14 13 12 11 11 11 11 11 11 12 12 13 13 15 17 19 22 22 
22 22 19 16 15 13 13 12 11 11 10 10 10 10 11 11 12 13 13 14 16 18 22 22 
24 24 21 19 17 15 15 14 13 12 12 11 11 11 11 11 12 12 12 13 14 16 18 18 
24 24 21 18 16 15 15 14 13 13 12 12 12 12 12 12 13 13 13 14 16 18 21 21 
24 24 21 19 17 15 15 14 14 13 13 13 13 12 12 13 13 13 13 14 15 17 19 19 
24 24 21 18 15 14 14 13 12 11 11 11 11 11 11 11 11 11 12 13 15 17 20 20 
24 24 21 18 16 14 14 13 11 11 10 10 10 10 10 10 10 10 11 12 13 15 17 17 
25 25 22 19 17 16 16 15 15 14 14 14 14 13 13 13 14 15 15 15 16 18 20 20 
23 23 21 18 17 16 16 15 14 14 14 13 13 13 13 13 14 14 15 15 16 18 20 20 
24 24 21 18 16 15 15 14 13 12 12 12 12 11 12 12 12 12 13 14 16 18 21 21 
25 25 22 19 17 15 15 14 13 13 12 12 12 11 11 12 12 12 13 13 14 16 18 18 
25 25 22 19 17 16 16 14 14 13 13 12 12 12 12 12 13 13 13 14 15 17 19 22 
23 23 20 19 17 16 16 15 15 14 14 14 14 14 14 14 14 14 15 16 17 19 21 21 
22 22 19 17 15 14 14 13 12 12 11 11 11 11 11 12 12 12 13 15 16 18 21 21 
24 24 21 18 17 16 16 15 14 14 13 13 13 13 13 14 14 14 15 16 17 19 22 22 
24 24 20 18 16 15 15 14 13 13 12 12 12 12 12 13 13 13 14 15 17 19 21 21 
23 23 21 19 17 16 16 16 15 14 14 14 14 14 14 14 15 15 16 17 19 21 24 24 
23 23 20 17 15 14 14 13 12 12 12 11 11 12 12 13 13 13 15 16 18 21 24 24 
24 24 21 18 16 14 14 13 12 12 12 12 12 12 12 13 13 13 14 16 18 20 24 24 
24 24 21 18 16 15 15 14 13 12 12 12 12 12 12 12 13 14 14 15 17 19 22 22 
25 25 22 19 17 16 16 14 13 13 12 12 12 12 12 12 13 13 14 14 16 18 21 21 
25 25 21 19 17 15 15 14 13 12 12 12 12 12 12 12 13 13 13 14 16 18 21 21 
24 24 21 18 16 16 16 14 14 12 12 12 12 12 12 12 12 12 13 14 16 18 21 21 
23 23 20 17 15 14 14 13 12 12 11 11 11 11 11 12 13 13 13 15 17 20 23 23 
24 24 21 19 17 15 15 14 13 13 13 13 13 12 12 13 13 14 14 15 17 19 22 22 
23 23 20 17 15 14 14 13 13 12 12 12 12 12 12 13 13 13 14 15 17 20 23 23 
24 24 20 17 15 13 13 12 11 10 10 10 10 9 10 10 11 11 12 13 15 18 21 21 
23 23 21 19 16 15 15 14 13 13 13 13 13 10 10 11 13 13 13 14 16 18 22 22 
24 24 22 20 18 15 15 14 12 14 14 14 14 14 11 12 12 12 14 16 17 20 22 22 
25 25 22 19 16 15 15 13 12 12 12 11 11 11 11 12 12 12 13 14 15 18 20 20 
25 25 22 19 17 16 16 14 14 13 13 13 13 13 13 13 14 14 14 16 17 20 22 22 
25 25 21 18 15 14 14 12 11 10 10 10 10 9 10 10 10 11 11 13 15 17 20 20 
23 23 21 19 17 16 16 15 14 13 13 13 13 13 13 14 14 14 15 16 18 21 21 24 
24 24 21 18 16 15 15 14 13 12 12 11 11 11 11 12 12 12 13 14 16 18 21 21 
22 22 20 18 16 14 14 13 13 13 13 12 12 12 12 13 13 13 14 15 17 20 23 23 
22 22 19 16 14 13 13 12 11 10 10 10 10 10 10 11 11 11 13 14 16 19 23 23 
25 25 22 21 19 18 18 16 16 16 16 15 15 15 15 15 15 15 16 16 18 19 21 21 
24 24 21 18 16 15 15 14 13 13 12 12 12 12 12 13 13 13 14 15 17 19 22 22 
24 24 20 17 15 14 14 12 12 11 11 11 10 10 11 11 12 12 13 14 16 18 22 22 
22 22 20 18 16 15 14 14 14 13 13 13 13 13 13 14 14 15 15 16 17 19 21 25 
24 24 20 17 16 14 14 13 12 12 12 11 11 11 12 12 13 13 14 15 17 19 21 21 
25 25 22 19 17 16 16 15 14 14 13 13 13 13 13 13 14 14 14 15 16 17 20 20 
23 23 20 17 16 14 14 13 12 11 11 10 10 10 10 10 11 11 11 12 14 15 18 18 
24 24 21 18 17 16 15 15 14 14 14 14 14 14 14 14 14 15 15 16 17 19 21 23 
24 24 21 18 16 15 15 13 13 12 12 12 11 11 12 12 12 12 13 13 15 16 18 18 
24 24 21 20 18 17 17 16 16 15 14 14 14 14 12 13 13 13 13 15 16 18 20 20 
25 25 21 19 17 16 14 14 14 13 13 13 13 13 13 13 13 14 14 14 15 16 17 17 
25 25 21 19 18 17 17 15 14 13 12 12 12 12 12 12 11 11 12 14 13 15 17 17 
25 25 22 20 19 17 16 16 15 14 13 14 14 14 13 12 13 13 13 14 15 14 19 19 
24 24 21 18 16 15 15 13 12 12 11 11 11 11 11 11 11 11 12 13 14 16 18 18
22 22 20 18 17 16 16 15 14 13 13 13 12 12 14 14 16 16 19 22 26 31 38 38 
23 23 21 19 18 18 18 17 17 16 16 14 14 14 13 16 15 17 17 18 18 27 32 32 
25 25 22 20 18 16 16 15 14 12 12 12 12 14 14 16 17 17 19 21 25 29 36 36 
20 20 18 16 15 14 14 15 15 15 16 17 17 17 17 18 19 19 21 24 28 32 38 38 
25 25 22 20 19 17 15 15 14 14 14 15 15 15 15 16 18 18 18 21 26 30 36 36 
25 25 21 16 18 15 15 13 15 17 17 17 17 17 17 16 19 19 20 24 28 32 39 39 
23 23 21 19 17 16 16 15 14 13 14 14 15 14 17 18 19 19 22 24 28 33 40 40 
24 24 22 21 20 20 20 19 19 19 18 18 18 18 16 16 16 16 17 18 23 24 35 35 
24 24 21 19 18 17 17 16 15 14 13 13 13 13 15 15 18 20 20 22 25 29 34 34 
22 22 18 15 14 12 12 12 11 11 12 12 12 13 14 14 16 18 18 21 25 30 35 35 
23 23 21 19 17 16 16 16 15 13 13 13 12 12 12 14 15 15 18 21 24 28 33 33 
22 22 20 18 16 15 15 14 13 13 12 13 13 13 14 15 17 17 19 22 26 31 39 39 
23 23 20 18 16 15 15 14 14 14 13 13 13 12 12 11 11 11 13 16 18 26 32 32 
23 23 20 18 17 16 14 14 14 12 13 13 13 14 14 17 18 20 20 23 28 33 40 100 
24 24 21 19 18 17 17 15 14 14 13 13 13 15 15 18 20 20 22 26 30 36 43 43 
25 25 21 19 16 15 15 14 13 13 12 11 11 11 13 14 16 16 19 22 26 30 36 36 
25 25 22 19 18 17 17 14 14 13 13 16 16 17 18 18 19 19 20 21 23 27 32 32 
25 25 22 19 17 16 16 16 15 15 14 13 13 13 12 12 12 14 14 17 22 27 33 33 
24 24 21 18 17 15 15 13 13 12 11 13 13 13 13 16 17 20 20 23 27 33 41 41 
25 25 22 19 17 14 14 14 13 12 11 11 12 12 13 14 15 17 17 20 23 27 32 37 
25 25 21 19 17 15 15 13 13 12 11 12 12 13 13 15 17 18 18 20 23 26 31 31 
25 25 22 20 19 18 18 17 16 14 14 13 13 12 12 13 14 15 15 18 22 26 32 32 
23 23 20 18 17 15 15 14 14 13 12 12 12 12 12 13 14 14 16 20 24 28 36 36 
23 23 20 17 16 15 15 14 14 16 16 16 16 18 18 19 20 20 22 25 29 34 40 40 
24 24 21 19 18 17 17 16 15 14 14 14 14 15 15 16 18 18 20 23 27 32 40 40 
23 23 20 18 16 15 15 13 12 11 11 12 12 13 14 16 17 17 20 23 28 34 42 42 
23 23 21 20 19 18 15 15 14 16 14 14 15 15 15 17 18 20 20 26 31 37 44 44 
23 23 20 18 16 15 15 14 13 13 12 12 12 13 14 14 17 17 20 24 29 36 100 100 
24 24 22 20 19 18 18 17 17 15 15 14 14 13 13 15 16 16 18 22 25 28 33 33 
25 25 22 20 18 17 17 16 15 14 14 13 13 12 12 12 14 14 14 17 21 24 29 29 
25 25 21 19 18 16 16 15 13 13 12 11 11 11 13 13 13 13 17 20 23 28 34 34 
22 22 20 18 16 15 15 13 13 13 13 13 12 13 13 16 17 17 19 22 26 31 37 37 
25 25 22 19 18 17 17 15 14 14 13 12 12 14 14 16 18 18 19 22 26 30 37 37 
24 24 22 19 18 16 16 16 15 14 13 12 12 12 12 14 15 19 19 23 27 32 41 41 
23 23 20 18 16 15 15 14 12 12 12 14 14 14 15 17 19 19 21 24 28 34 34 40 
24 24 21 18 16 14 14 12 12 13 14 14 14 15 16 17 19 19 21 25 29 35 41 41 
